row.names,rdays,Ta.c,W.c,GR.c,HC.c,Ta.f,W.f,GR.f,HC.f,Ta.VEKS.o,ds.jdate,ds.hh,ds.dow,ds.tod,ds.diy,ds.wiy,jdate,hh
3777,157.291666666666,-0.7,5.8,2,1747.5,-0.7,5.8,2,1747.5,-0.5,13122,9,2,1,339,49,13122,9
3778,157.333333333332,-0.9,5.9,17,1674.7,-0.9,5.9,17,1674.7,-0.8,13122,10,2,1,339,49,13122,10
3779,157.375,-1,5.7,47,1654.9,-1,5.7,47,1654.9,-0.5,13122,11,2,1,339,49,13122,11
3780,157.416666666666,-0.9,5.5,63,1727.2,-0.9,5.5,63,1727.2,-0.5,13122,12,2,1,339,49,13122,12
3781,157.458333333332,-0.7,5.7,68,1735.6,-0.7,5.7,68,1735.6,-0.2,13122,13,2,1,339,49,13122,13
3782,157.5,-0.5,6,58,1696.7,-0.5,6,58,1696.7,0,13122,14,2,1,339,49,13122,14
3783,157.541666666666,-0.1,6.4,27,1794.8,-0.1,6.4,27,1794.8,0.3,13122,15,2,1,339,49,13122,15
3784,157.583333333332,0,6.5,4,1797.5,0,6.5,4,1797.5,0.3,13122,16,2,1,339,49,13122,16
3785,157.625,0.1,5.9,0,1741.3,0.1,5.9,0,1741.3,0.3,13122,17,2,1,339,49,13122,17
3786,157.666666666666,0.2,6,0,1667.5,0.2,6,0,1667.5,0.6,13122,18,2,1,339,49,13122,18
3787,157.708333333332,0.4,6,0,1645.3,0.4,6,0,1645.3,1.4,13122,19,2,1,339,49,13122,19
3788,157.75,0.6,5.7,0,1538.1,0.6,5.7,0,1538.1,0.9,13122,20,2,1,339,49,13122,20
3789,157.791666666666,0.6,5.6,0,1479.7,0.6,5.6,0,1479.7,1.2,13122,21,2,1,339,49,13122,21
3790,157.833333333332,0.7,5.1,0,1392.3,0.7,5.1,0,1392.3,0.9,13122,22,2,1,339,49,13122,22
3791,157.875,0.7,4.7,-1,1285.8,0.7,4.7,-1,1285.8,1.2,13122,23,2,1,339,49,13122,23
3792,157.916666666666,0.7,4.1,-1,1264.6,0.7,4.1,-1,1264.6,1.2,13123,0,3,1,340,49,13123,0
3793,157.958333333332,0.7,3.6,-1,1299.6,0.7,3.6,-1,1299.6,1.4,13123,1,3,1,340,49,13123,1
3794,158,0.9,4.1,0,1364.6,0.9,4.1,0,1364.6,1.2,13123,2,3,1,340,49,13123,2
3795,158.041666666666,0.5,4.2,-1,1417.9,0.5,4.2,-1,1417.9,-0.2,13123,3,3,1,340,49,13123,3
3796,158.083333333332,-0.2,4.2,-2,1496.8,-0.2,4.2,-2,1496.8,-0.8,13123,4,3,1,340,49,13123,4
3797,158.125,-0.3,4.3,-3,1574.9,-0.3,4.3,-3,1574.9,-0.2,13123,5,3,1,340,49,13123,5
3798,158.166666666666,-0.3,4.2,-3,1696.9,-0.3,4.2,-3,1696.9,-0.5,13123,6,3,1,340,49,13123,6
3799,158.208333333332,-0.4,3.5,-3,1734.8,-0.4,3.5,-3,1734.8,-0.5,13123,7,3,1,340,49,13123,7
3800,158.25,-0.6,3.1,-3,1746.4,-0.6,3.1,-3,1746.4,-1.1,13123,8,3,1,340,49,13123,8
3801,158.291666666666,-0.5,3.4,6,1697.4,-0.5,3.4,6,1697.4,-0.2,13123,9,3,1,340,49,13123,9
3802,158.333333333332,0,3.9,41,1673.1,0,3.9,41,1673.1,1.2,13123,10,3,1,340,49,13123,10
3803,158.375,0.3,4.5,97,1543.9,0.3,4.5,97,1543.9,2.8,13123,11,3,1,340,49,13123,11
3804,158.416666666666,1,4.9,143,1503,1,4.9,143,1503,2.6,13123,12,3,1,340,49,13123,12
3805,158.458333333332,1.8,5.3,89,1539.1,1.8,5.3,89,1539.1,3.4,13123,13,3,1,340,49,13123,13
3806,158.5,2,5.4,82,1590,2,5.4,82,1590,2.8,13123,14,3,1,340,49,13123,14
3807,158.541666666666,1.9,5.4,49,1579.9,1.9,5.4,49,1579.9,2,13123,15,3,1,340,49,13123,15
3808,158.583333333332,1.6,5.1,6,1598.6,1.6,5.1,6,1598.6,1.2,13123,16,3,1,340,49,13123,16
3809,158.625,1.3,4.5,-2,1631.4,1.3,4.5,-2,1631.4,1.2,13123,17,3,1,340,49,13123,17
3810,158.666666666666,1,4.7,-2,1628.4,1,4.7,-2,1628.4,1.2,13123,18,3,1,340,49,13123,18
3811,158.708333333332,1,5,-2,1597.6,1,5,-2,1597.6,1.4,13123,19,3,1,340,49,13123,19
3812,158.75,1.4,5.5,-2,1476.3,1.4,5.5,-2,1476.3,2,13123,20,3,1,340,49,13123,20
3813,158.791666666666,1.8,5.5,0,1423.7,1.8,5.5,0,1423.7,1.7,13123,21,3,1,340,49,13123,21
3814,158.833333333332,1.5,6.2,0,1408,1.5,6.2,0,1408,0.9,13123,22,3,1,340,49,13123,22
3815,158.875,0.8,6.6,0,1294.1,0.8,6.6,0,1294.1,0.9,13123,23,3,1,340,49,13123,23
3816,158.916666666666,0.6,6.4,0,1296.8,0.6,6.4,0,1296.8,0.6,13124,0,4,1,341,49,13124,0
3817,158.958333333332,0.5,5.9,0,1366,0.5,5.9,0,1366,0.6,13124,1,4,1,341,49,13124,1
3818,159,0.4,5.5,0,1359.5,0.4,5.5,0,1359.5,0.6,13124,2,4,1,341,49,13124,2
3819,159.041666666666,0.5,5.5,0,1388.8,0.5,5.5,0,1388.8,0.6,13124,3,4,1,341,49,13124,3
3820,159.083333333332,0.4,4.6,0,1448.5,0.4,4.6,0,1448.5,0.3,13124,4,4,1,341,49,13124,4
3821,159.125,0.5,4.2,0,1546.1,0.5,4.2,0,1546.1,0.6,13124,5,4,1,341,49,13124,5
3822,159.166666666666,0.9,4.8,0,1615.6,0.9,4.8,0,1615.6,1.4,13124,6,4,1,341,49,13124,6
3823,159.208333333332,1.3,5.3,0,1707,1.3,5.3,0,1707,1.4,13124,7,4,1,341,49,13124,7
3824,159.25,1.1,5.8,0,1686.2,1.1,5.8,0,1686.2,1.2,13124,8,4,1,341,49,13124,8
3825,159.291666666666,0.9,5.2,0,1670.5,0.9,5.2,0,1670.5,0.9,13124,9,4,1,341,49,13124,9
3826,159.333333333332,0.8,4.7,2,1688.3,0.8,4.7,2,1688.3,0.6,13124,10,4,1,341,49,13124,10
3827,159.375,0.3,6.3,5,1675,0.3,6.3,5,1675,0,13124,11,4,1,341,49,13124,11
3828,159.416666666666,-0.3,5.5,12,1629.2,-0.3,5.5,12,1629.2,0,13124,12,4,1,341,49,13124,12
3829,159.458333333332,-0.3,5.1,10,1650.1,-0.3,5.1,10,1650.1,0,13124,13,4,1,341,49,13124,13
3830,159.5,-0.2,5.2,8,1682.9,-0.2,5.2,8,1682.9,-0.2,13124,14,4,1,341,49,13124,14
3831,159.541666666666,-0.1,5.1,5,1675.1,-0.1,5.1,5,1675.1,0,13124,15,4,1,341,49,13124,15
3832,159.583333333332,0,5,1,1680.2,0,5,1,1680.2,0,13124,16,4,1,341,49,13124,16
3833,159.625,-0.2,4.7,0,1665.9,-0.2,4.7,0,1665.9,-0.2,13124,17,4,1,341,49,13124,17
3834,159.666666666666,-0.2,4.8,0,1633.7,-0.2,4.8,0,1633.7,0,13124,18,4,1,341,49,13124,18
3835,159.708333333332,0.1,4.9,0,1621.2,0.1,4.9,0,1621.2,-0.5,13124,19,4,1,341,49,13124,19
3836,159.75,0.2,5.4,0,1636.5,0.2,5.4,0,1636.5,-1.6,13124,20,4,1,341,49,13124,20
3837,159.791666666666,-0.3,5.6,0,1597.4,-0.3,5.6,0,1597.4,-1.9,13124,21,4,1,341,49,13124,21
3838,159.833333333332,-0.6,4.8,0,1494,-0.6,4.8,0,1494,-1.9,13124,22,4,1,341,49,13124,22
3839,159.875,-0.8,4,0,1389.4,-0.8,4,0,1389.4,-1.6,13124,23,4,1,341,49,13124,23
3840,159.916666666666,-0.6,3.3,0,1352.9,-0.6,3.3,0,1352.9,-6.4,13125,0,5,1,342,49,13125,0
3841,159.958333333332,-0.4,3.2,0,1376,-0.4,3.2,0,1376,-1.3,13125,1,5,1,342,49,13125,1
3842,160,-0.3,2.6,0,1377,-0.3,2.6,0,1377,-1.3,13125,2,5,1,342,49,13125,2
3843,160.041666666666,-0.5,1.5,0,1421.5,-0.5,1.5,0,1421.5,-1.6,13125,3,5,1,342,49,13125,3
3844,160.083333333332,-0.4,1.6,0,1489.1,-0.4,1.6,0,1489.1,-1.6,13125,4,5,1,342,49,13125,4
3845,160.125,-0.8,0.3,-1,1581.7,-0.8,0.3,-1,1581.7,-1.1,13125,5,5,1,342,49,13125,5
3846,160.166666666666,-0.4,1.3,0,1697.4,-0.4,1.3,0,1697.4,-1.1,13125,6,5,1,342,49,13125,6
3847,160.208333333332,-0.1,1.7,-1,1733,-0.1,1.7,-1,1733,-1.1,13125,7,5,1,342,49,13125,7
3848,160.25,-0.1,1.9,-1,1723.6,-0.1,1.9,-1,1723.6,-1.3,13125,8,5,1,342,49,13125,8
3849,160.291666666666,0.2,2,2,1629.7,0.2,2,2,1629.7,-0.2,13125,9,5,1,342,49,13125,9
3850,160.333333333332,0.7,1.8,11,1642.8,0.7,1.8,11,1642.8,0,13125,10,5,1,342,49,13125,10
3851,160.375,0.9,3.4,36,1674.3,0.9,3.4,36,1674.3,-0.5,13125,11,5,1,342,49,13125,11
3852,160.416666666666,0.1,4.1,42,1659.7,0.1,4.1,42,1659.7,-0.5,13125,12,5,1,342,49,13125,12
3853,160.458333333332,0.3,3.5,38,1686.4,0.3,3.5,38,1686.4,-0.2,13125,13,5,1,342,49,13125,13
3854,160.5,0.3,3.5,29,1661.1,0.3,3.5,29,1661.1,-0.2,13125,14,5,1,342,49,13125,14
3855,160.541666666666,0.3,2.9,20,1671.9,0.3,2.9,20,1671.9,-0.5,13125,15,5,1,342,49,13125,15
3856,160.583333333332,0.1,2.7,6,1641.7,0.1,2.7,6,1641.7,-0.8,13125,16,5,1,342,49,13125,16
3857,160.625,0,1.3,-1,1618,0,1.3,-1,1618,-0.8,13125,17,5,1,342,49,13125,17
3858,160.666666666666,-0.1,0.7,-1,1590.3,-0.1,0.7,-1,1590.3,-1.3,13125,18,5,1,342,49,13125,18
3859,160.708333333332,0.2,1.2,-1,1547.4,0.2,1.2,-1,1547.4,-1.1,13125,19,5,1,342,49,13125,19
3860,160.75,0.4,1.4,-1,1526.5,0.4,1.4,-1,1526.5,-0.8,13125,20,5,1,342,49,13125,20
3861,160.791666666666,0.1,0.5,-1,1473.4,0.1,0.5,-1,1473.4,-0.8,13125,21,5,1,342,49,13125,21
3862,160.833333333332,-0.1,0.4,-1,1433.5,-0.1,0.4,-1,1433.5,-0.5,13125,22,5,1,342,49,13125,22
3863,160.875,-0.3,0.5,-1,1350.2,-0.3,0.5,-1,1350.2,-0.5,13125,23,5,1,342,49,13125,23
3864,160.916666666666,-0.5,0.9,-1,1324.9,-0.5,0.9,-1,1324.9,-0.2,13126,0,6,2,343,49,13126,0
3865,160.958333333332,-0.4,1.1,0,1341.5,-0.4,1.1,0,1341.5,-0.2,13126,1,6,2,343,49,13126,1
3866,161,-0.4,1.1,-1,1340,-0.4,1.1,-1,1340,-0.2,13126,2,6,2,343,49,13126,2
3867,161.041666666666,-0.4,1.5,-1,1367,-0.4,1.5,-1,1367,-0.2,13126,3,6,2,343,49,13126,3
3868,161.083333333332,-0.2,1.6,-1,1412.8,-0.2,1.6,-1,1412.8,-0.2,13126,4,6,2,343,49,13126,4
3869,161.125,-0.3,1.2,-1,1461.6,-0.3,1.2,-1,1461.6,-0.2,13126,5,6,2,343,49,13126,5
3870,161.166666666666,0.2,1.7,0,1487.1,0.2,1.7,0,1487.1,0.3,13126,6,6,2,343,49,13126,6
3871,161.208333333332,0.6,2,0,1508.8,0.6,2,0,1508.8,0.3,13126,7,6,2,343,49,13126,7
3872,161.25,0.6,1.6,0,1551.6,0.6,1.6,0,1551.6,0.3,13126,8,6,2,343,49,13126,8
3873,161.291666666666,0.8,1.5,2,1568.9,0.8,1.5,2,1568.9,0.9,13126,9,6,2,343,49,13126,9
3874,161.333333333332,1.2,1.9,22,1525.6,1.2,1.9,22,1525.6,1.7,13126,10,6,2,343,49,13126,10
3875,161.375,1.5,1.2,41,1511.8,1.5,1.2,41,1511.8,2,13126,11,6,2,343,49,13126,11
3876,161.416666666666,1.6,1.4,43,1510.9,1.6,1.4,43,1510.9,2,13126,12,6,2,343,49,13126,12
3877,161.458333333332,1.8,NA,83,1489.3,1.8,1.58914339542389,83,1489.3,2,13126,13,6,2,343,49,13126,13
3878,161.5,1.9,NA,59,1476.8,1.9,1.72904706001282,59,1476.8,2.6,13126,14,6,2,343,49,13126,14
3879,161.541666666666,1.6,NA,35,1508.9,1.6,1.69944214820862,35,1508.9,1.4,13126,15,6,2,343,49,13126,15
3880,161.583333333332,1.5,NA,7,1527.2,1.5,1.5963362455368,7,1527.2,0.9,13126,16,6,2,343,49,13126,16
3881,161.625,1.1,NA,-1,1517.5,1.1,1.41708540916443,-1,1517.5,0.9,13126,17,6,2,343,49,13126,17
3882,161.666666666666,0.9,NA,-1,1476.6,0.9,1.46350288391113,-1,1476.6,0.6,13126,18,6,2,343,49,13126,18
3883,161.708333333332,0.9,NA,-1,1437.2,0.9,1.43027377128601,-1,1437.2,0.6,13126,19,6,2,343,49,13126,19
3884,161.75,0.9,NA,-1,1426,0.9,1.33882260322571,-1,1426,0.6,13126,20,6,2,343,49,13126,20
3885,161.791666666666,0.3,1.2,-1,1408,0.3,1.2,-1,1408,-0.5,13126,21,6,2,343,49,13126,21
3886,161.833333333332,-0.4,1.4,-2,1375.2,-0.4,1.4,-2,1375.2,-0.2,13126,22,6,2,343,49,13126,22
3887,161.875,-1,1.3,-1,1308.2,-1,1.3,-1,1308.2,-0.8,13126,23,6,2,343,49,13126,23
3888,161.916666666666,-1.4,1.6,-1,1307.2,-1.4,1.6,-1,1307.2,-1.3,13127,0,7,3,344,49,13127,0
3889,161.958333333332,-1.8,0.7,-3,1330.8,-1.8,0.7,-3,1330.8,-0.5,13127,1,7,3,344,49,13127,1
3890,162,-2.7,1,-3,1337.4,-2.7,1,-3,1337.4,-0.2,13127,2,7,3,344,49,13127,2
3891,162.041666666666,-0.9,1.1,-2,1293.4,-0.9,1.1,-2,1293.4,-0.2,13127,3,7,3,344,49,13127,3
3892,162.083333333332,-0.8,0.5,-2,1388.1,-0.8,0.5,-2,1388.1,-1.9,13127,4,7,3,344,49,13127,4
3893,162.125,-1.2,0.5,-3,1443.1,-1.2,0.5,-3,1443.1,-2.7,13127,5,7,3,344,49,13127,5
3894,162.166666666666,-2.1,0.5,-3,1502.5,-2.1,0.5,-3,1502.5,-2.5,13127,6,7,3,344,49,13127,6
3895,162.208333333332,-2.3,0.5,-1,1480,-2.3,0.5,-1,1480,-1.1,13127,7,7,3,344,49,13127,7
3896,162.25,-1.5,0.7,-1,1525.4,-1.5,0.7,-1,1525.4,-1.6,13127,8,7,3,344,49,13127,8
3897,162.291666666666,-1.4,0.9,6,1572.8,-1.4,0.9,6,1572.8,-1.6,13127,9,7,3,344,49,13127,9
3898,162.333333333332,-1.2,1.4,29,1584.5,-1.2,1.4,29,1584.5,-0.2,13127,10,7,3,344,49,13127,10
3899,162.375,-0.2,1.9,53,1578.7,-0.2,1.9,53,1578.7,0,13127,11,7,3,344,49,13127,11
3900,162.416666666666,0.6,2.6,58,1573.4,0.6,2.6,58,1573.4,0.9,13127,12,7,3,344,49,13127,12
3901,162.458333333332,0.9,2.6,61,1497,0.9,2.6,61,1497,1.7,13127,13,7,3,344,49,13127,13
3902,162.5,1.4,3.5,27,1475.2,1.4,3.5,27,1475.2,1.7,13127,14,7,3,344,49,13127,14
3903,162.541666666666,1.8,4.2,14,1479.7,1.8,4.2,14,1479.7,2.6,13127,15,7,3,344,49,13127,15
3904,162.583333333332,2,4.4,1,1444.2,2,4.4,1,1444.2,2.6,13127,16,7,3,344,49,13127,16
3905,162.625,2.5,4.5,0,1457,2.5,4.5,0,1457,3.1,13127,17,7,3,344,49,13127,17
3906,162.666666666666,2.6,4.6,0,1450.7,2.6,4.6,0,1450.7,3.4,13127,18,7,3,344,49,13127,18
3907,162.708333333332,2.9,5,0,1416.1,2.9,5,0,1416.1,3.7,13127,19,7,3,344,49,13127,19
3908,162.75,3.4,4.7,0,1347.4,3.4,4.7,0,1347.4,4.5,13127,20,7,3,344,49,13127,20
3909,162.791666666666,3.7,4.4,0,1303.7,3.7,4.4,0,1303.7,4.5,13127,21,7,3,344,49,13127,21
3910,162.833333333332,3.8,4.1,-1,1208.9,3.8,4.1,-1,1208.9,5.1,13127,22,7,3,344,49,13127,22
3911,162.875,4.1,3,0,1124.1,4.1,3,0,1124.1,5.6,13127,23,7,3,344,49,13127,23
3912,162.916666666666,4.2,3.1,0,1107.8,4.2,3.1,0,1107.8,5.4,13128,0,1,1,345,50,13128,0
3913,162.958333333332,4.4,2.8,0,1109.7,4.4,2.8,0,1109.7,5.4,13128,1,1,1,345,50,13128,1
3914,163,4.4,2,0,1147.7,4.4,2,0,1147.7,5.6,13128,2,1,1,345,50,13128,2
3915,163.041666666666,4.4,1.8,0,1176.1,4.4,1.8,0,1176.1,5.6,13128,3,1,1,345,50,13128,3
3916,163.083333333332,4.4,1.5,0,1215,4.4,1.5,0,1215,5.9,13128,4,1,1,345,50,13128,4
3917,163.125,4.4,1.2,0,1343,4.4,1.2,0,1343,6.2,13128,5,1,1,345,50,13128,5
3918,163.166666666666,4.7,1.7,0,1417.5,4.7,1.7,0,1417.5,5.9,13128,6,1,1,345,50,13128,6
3919,163.208333333332,4.8,2,0,1480.1,4.8,2,0,1480.1,5.4,13128,7,1,1,345,50,13128,7
3920,163.25,4.4,2,0,NA,4.4,2,0,1483.4548937142,4.5,13128,8,1,1,345,50,13128,8
3921,163.291666666666,3.9,1.9,3,NA,3.9,1.9,3,1448.76957901579,4,13128,9,1,1,345,50,13128,9
3922,163.333333333332,3.8,1.2,22,1413.2,3.8,1.2,22,1413.2,4.2,13128,10,1,1,345,50,13128,10
3923,163.375,3.8,1.8,43,1423.9,3.8,1.8,43,1423.9,4,13128,11,1,1,345,50,13128,11
3924,163.416666666666,3.7,2.2,68,1397,3.7,2.2,68,1397,3.7,13128,12,1,1,345,50,13128,12
3925,163.458333333332,3.6,2.3,96,1359,3.6,2.3,96,1359,3.7,13128,13,1,1,345,50,13128,13
3926,163.5,3.2,1.8,75,1350.2,3.2,1.8,75,1350.2,3.1,13128,14,1,1,345,50,13128,14
3927,163.541666666666,2.9,1.4,33,1421.9,2.9,1.4,33,1421.9,1.7,13128,15,1,1,345,50,13128,15
3928,163.583333333332,1.7,1.2,6,1508.1,1.7,1.2,6,1508.1,0.9,13128,16,1,1,345,50,13128,16
3929,163.625,0.6,1.6,-2,1543.9,0.6,1.6,-2,1543.9,0.3,13128,17,1,1,345,50,13128,17
3930,163.666666666666,0.3,2.3,-1,1535.6,0.3,2.3,-1,1535.6,0.3,13128,18,1,1,345,50,13128,18
3931,163.708333333332,-0.1,2,-1,NA,-0.1,2,-1,1481.99970414509,-0.5,13128,19,1,1,345,50,13128,19
3932,163.75,0.3,1.6,-2,NA,0.3,1.6,-2,1408.06969411214,0.9,13128,20,1,1,345,50,13128,20
3933,163.791666666666,1.4,3,-1,1346.9,1.4,3,-1,1346.9,1.7,13128,21,1,1,345,50,13128,21
3934,163.833333333332,1.7,NA,-1,1283.6,1.7,3.49233722686768,-1,1283.6,1.2,13128,22,1,1,345,50,13128,22
3935,163.875,1.6,4.6,0,1201.8,1.6,4.6,0,1201.8,1.7,13128,23,1,1,345,50,13128,23
3936,163.916666666666,1.6,4.3,0,1193.8,1.6,4.3,0,1193.8,1.7,13129,0,2,1,346,50,13129,0
3937,163.958333333332,1.6,3.1,-1,1197.5,1.6,3.1,-1,1197.5,2.8,13129,1,2,1,346,50,13129,1
3938,164,1.7,2.6,-1,1225.9,1.7,2.6,-1,1225.9,1.7,13129,2,2,1,346,50,13129,2
3939,164.041666666666,1.4,1.7,-1,1255.2,1.4,1.7,-1,1255.2,1.4,13129,3,2,1,346,50,13129,3
3940,164.083333333332,1.5,2,0,1339.5,1.5,2,0,1339.5,1.4,13129,4,2,1,346,50,13129,4
3941,164.125,1.8,2.3,0,1447.7,1.8,2.3,0,1447.7,1.7,13129,5,2,1,346,50,13129,5
3942,164.166666666666,2,2.2,0,1584.2,2,2.2,0,1584.2,1.7,13129,6,2,1,346,50,13129,6
3943,164.208333333332,1.7,2.5,-1,1648.8,1.7,2.5,-1,1648.8,1.7,13129,7,2,1,346,50,13129,7
3944,164.25,1.4,2.4,-2,1635,1.4,2.4,-2,1635,1.2,13129,8,2,1,346,50,13129,8
3945,164.291666666666,1.2,2,2,1591.7,1.2,2,2,1591.7,1.2,13129,9,2,1,346,50,13129,9
3946,164.333333333332,1.5,2.1,22,1531.1,1.5,2.1,22,1531.1,2.3,13129,10,2,1,346,50,13129,10
3947,164.375,2,2.9,40,1534.9,2,2.9,40,1534.9,2.8,13129,11,2,1,346,50,13129,11
3948,164.416666666666,2.2,2.8,28,1488.7,2.2,2.8,28,1488.7,3.1,13129,12,2,1,346,50,13129,12
3949,164.458333333332,2.2,2.7,18,1467.3,2.2,2.7,18,1467.3,2.6,13129,13,2,1,346,50,13129,13
3950,164.5,2.1,2.5,10,1504.1,2.1,2.5,10,1504.1,2.6,13129,14,2,1,346,50,13129,14
3951,164.541666666666,2,2,8,1532.7,2,2,8,1532.7,2.3,13129,15,2,1,346,50,13129,15
3952,164.583333333332,1.7,2.7,2,1511.1,1.7,2.7,2,1511.1,2,13129,16,2,1,346,50,13129,16
3953,164.625,1.5,2.1,0,1517.8,1.5,2.1,0,1517.8,2,13129,17,2,1,346,50,13129,17
3954,164.666666666666,1.5,1.7,0,1505.8,1.5,1.7,0,1505.8,2,13129,18,2,1,346,50,13129,18
3955,164.708333333332,1.3,1.1,-1,1483.3,1.3,1.1,-1,1483.3,1.7,13129,19,2,1,346,50,13129,19
3956,164.75,1.4,1.4,0,1415.3,1.4,1.4,0,1415.3,2.3,13129,20,2,1,346,50,13129,20
3957,164.791666666666,1.5,2.2,-1,1370.3,1.5,2.2,-1,1370.3,1.7,13129,21,2,1,346,50,13129,21
3958,164.833333333332,1.4,1.5,-1,1272.2,1.4,1.5,-1,1272.2,1.7,13129,22,2,1,346,50,13129,22
3959,164.875,1.3,1.1,-1,1182.3,1.3,1.1,-1,1182.3,1.4,13129,23,2,1,346,50,13129,23
3960,164.916666666666,1.3,0.6,-1,1154.2,1.3,0.6,-1,1154.2,1.4,13130,0,3,1,347,50,13130,0
3961,164.958333333332,1.1,0.8,-1,1186.6,1.1,0.8,-1,1186.6,0.9,13130,1,3,1,347,50,13130,1
3962,165,0.8,0.7,-1,1224.4,0.8,0.7,-1,1224.4,1.2,13130,2,3,1,347,50,13130,2
3963,165.041666666666,0.6,0.8,-1,1264.7,0.6,0.8,-1,1264.7,0.6,13130,3,3,1,347,50,13130,3
3964,165.083333333332,0.5,0.7,-1,1373.4,0.5,0.7,-1,1373.4,0.9,13130,4,3,1,347,50,13130,4
3965,165.125,0.4,1.1,-1,1457.1,0.4,1.1,-1,1457.1,0.6,13130,5,3,1,347,50,13130,5
3966,165.166666666666,0.4,0.6,-1,1524.4,0.4,0.6,-1,1524.4,0.3,13130,6,3,1,347,50,13130,6
3967,165.208333333332,0.7,0.8,-1,1586.7,0.7,0.8,-1,1586.7,0.3,13130,7,3,1,347,50,13130,7
3968,165.25,0.6,0.7,-1,1460,0.6,0.7,-1,1460,0.6,13130,8,3,1,347,50,13130,8
3969,165.291666666666,0.4,0.3,1,1452.2,0.4,0.3,1,1452.2,1.4,13130,9,3,1,347,50,13130,9
3970,165.333333333332,0.6,0.8,23,1502.7,0.6,0.8,23,1502.7,-16.7,13130,10,3,1,347,50,13130,10
3971,165.375,1,1.4,31,1525.1,1,1.4,31,1525.1,1.7,13130,11,3,1,347,50,13130,11
3972,165.416666666666,1,1.6,49,1530.4,1,1.6,49,1530.4,2.6,13130,12,3,1,347,50,13130,12
3973,165.458333333332,1.7,1.7,58,1545.6,1.7,1.7,58,1545.6,2.3,13130,13,3,1,347,50,13130,13
3974,165.5,1.6,1.7,57,1530.7,1.6,1.7,57,1530.7,-12.3,13130,14,3,1,347,50,13130,14
3975,165.541666666666,1.6,2.9,23,1529.7,1.6,2.9,23,1529.7,2.3,13130,15,3,1,347,50,13130,15
3976,165.583333333332,1.5,2.8,2,1505.5,1.5,2.8,2,1505.5,2.3,13130,16,3,1,347,50,13130,16
3977,165.625,1.7,3.2,0,1517.5,1.7,3.2,0,1517.5,2.6,13130,17,3,1,347,50,13130,17
3978,165.666666666666,1.8,3.7,-1,1541.4,1.8,3.7,-1,1541.4,1.2,13130,18,3,1,347,50,13130,18
3979,165.708333333332,1,2.3,-3,1546.2,1,2.3,-3,1546.2,0.3,13130,19,3,1,347,50,13130,19
3980,165.75,1,2.9,-3,1512.5,1,2.9,-3,1512.5,0.6,13130,20,3,1,347,50,13130,20
3981,165.791666666666,0.8,3,-3,1459.6,0.8,3,-3,1459.6,0.3,13130,21,3,1,347,50,13130,21
3982,165.833333333332,0.4,2.9,-3,1414.5,0.4,2.9,-3,1414.5,-0.5,13130,22,3,1,347,50,13130,22
3983,165.875,-0.1,2.9,-3,1340.7,-0.1,2.9,-3,1340.7,-1.1,13130,23,3,1,347,50,13130,23
3984,165.916666666666,-0.4,3.2,-3,1341.5,-0.4,3.2,-3,1341.5,-1.6,13131,0,4,1,348,50,13131,0
3985,165.958333333332,-0.7,3.9,-2,1403.1,-0.7,3.9,-2,1403.1,-1.9,13131,1,4,1,348,50,13131,1
3986,166,-1.1,4.4,-2,1371,-1.1,4.4,-2,1371,-2.2,13131,2,4,1,348,50,13131,2
3987,166.041666666666,-1.6,4.2,-2,1559.6,-1.6,4.2,-2,1559.6,-2.7,13131,3,4,1,348,50,13131,3
3988,166.083333333332,-2,3.4,-3,1567.5,-2,3.4,-3,1567.5,-3.3,13131,4,4,1,348,50,13131,4
3989,166.125,-2.2,4.4,-2,1673.9,-2.2,4.4,-2,1673.9,-3.3,13131,5,4,1,348,50,13131,5
3990,166.166666666666,-2.3,3.9,-2,1714.6,-2.3,3.9,-2,1714.6,-3.9,13131,6,4,1,348,50,13131,6
3991,166.208333333332,-2.6,4.1,-2,1902.4,-2.6,4.1,-2,1902.4,-3.9,13131,7,4,1,348,50,13131,7
3992,166.25,-2.9,3.6,-3,1902.2,-2.9,3.6,-3,1902.2,-4.4,13131,8,4,1,348,50,13131,8
3993,166.291666666666,-3,3.4,4,1842.6,-3,3.4,4,1842.6,-3.6,13131,9,4,1,348,50,13131,9
3994,166.333333333332,-2.8,3.8,49,1761.5,-2.8,3.8,49,1761.5,-1.3,13131,10,4,1,348,50,13131,10
3995,166.375,-2.3,4.2,112,1727.2,-2.3,4.2,112,1727.2,-15.6,13131,11,4,1,348,50,13131,11
3996,166.416666666666,-1.7,3.9,150,1693.7,-1.7,3.9,150,1693.7,-23.2,13131,12,4,1,348,50,13131,12
3997,166.458333333332,-1.3,3.5,150,1652.8,-1.3,3.5,150,1652.8,0.6,13131,13,4,1,348,50,13131,13
3998,166.5,-1.1,3.1,120,1654.5,-1.1,3.1,120,1654.5,-15,13131,14,4,1,348,50,13131,14
3999,166.541666666666,-1.2,3,62,1708.8,-1.2,3,62,1708.8,-1.1,13131,15,4,1,348,50,13131,15
4000,166.583333333332,-1.6,1.8,8,NA,-1.6,1.8,8,1705.32785097083,0,13131,16,4,1,348,50,13131,16
4001,166.625,-2.5,1,-4,NA,-2.5,1,-4,1710.36189500842,-16.7,13131,17,4,1,348,50,13131,17
4002,166.666666666666,-3.6,1,-3,1731.6,-3.6,1,-3,1731.6,-4.7,13131,18,4,1,348,50,13131,18
